Endpoint URL,Summary,SPARQL Endpoint,Version,Turtle,XML,CSV,JSON,1.0 ASK[.],1.0 CON[.],1.0 CON[JOIN],1.0 CON[OPT],1.1 ASK[FIL(!IN)],1.1 CON-[.],1.1 SEL[AVG],1.1 SEL[BIND],1.1 SEL[FIL(!EXISTS)],Custom Query
http://www4.wiwiss.fu-berlin.de/dailymed/sparql,X,www4.wiwiss.fu-berlin.de,error 503,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,-
http://www4.wiwiss.fu-berlin.de/factbook/sparql,X,www4.wiwiss.fu-berlin.de,error 503,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,-
http://www4.wiwiss.fu-berlin.de/eccompetition/sparql,X,www4.wiwiss.fu-berlin.de,error 503,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: network DNS or CORS,error: network DNS or CORS,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,-
http://www4.wiwiss.fu-berlin.de/medicare/sparql,X,www4.wiwiss.fu-berlin.de,error 503,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,-
http://www4.wiwiss.fu-berlin.de/stitch/sparql,X,www4.wiwiss.fu-berlin.de,error 503,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,-
http://www4.wiwiss.fu-berlin.de/cordis/sparql,X,www4.wiwiss.fu-berlin.de,error 503,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,-
http://www4.wiwiss.fu-berlin.de/drugbank/sparql,X,www4.wiwiss.fu-berlin.de,1.0 (inferred),error: 400 Parse error,error: 400 Parse error,error: 400 Parse error,error: 400 Parse error,error: 400 Parse error,error: 400 Parse error,error: 400 Parse error,error: 400 Parse error,error: 400 Parse error,error: 400 Parse error,error: 400 Parse error,error: 400 Parse error,error: 400 Parse error,-
http://www4.wiwiss.fu-berlin.de/euraxess/sparql,X,www4.wiwiss.fu-berlin.de,error 404,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,-
http://lod.hebis.de/sparql,X,lod.hebis.de,unknown: error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,-
http://l3s.de/tweetskb/endpoint,X,l3s.de,error 404,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,-
http://dblp.l3s.de/d2r/sparql,X,dblp.l3s.de,unknown: error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,-
http://opendata-bundestag.de/sparql,X,opendata-bundestag.de,unknown: error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,-
http://data.bib.uni-mannheim.de/sparql,X,data.bib.uni-mannheim.de,error 404,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,-
http://wifo5-04.informatik.uni-mannheim.de/drugbank/sparql,G,wifo5-04.informatik.uni-mannheim.de,1.0 (inferred),no: got XML,yes XML,no: got XML,yes Json,yes XML,yes XML,yes XML,yes XML,error: 400 Parse error,error: 400 Parse error,error: 400 Parse error,error: 400 Parse error,error: 400 Parse error,-
http://data.uni-muenster.de/sparql,X,data.uni-muenster.de,1.0 (inferred) HTML,error: 503 Service Temporarily U,error: network DNS or CORS,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: 503 Service Temporarily U,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,-
http://vocabulary.wolterskluwer.de/poolparty/sparql/arbeitsrecht,X,vocabulary.wolterskluwer.de,unknown: error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,-
http://vocabulary.wolterskluwer.de/poolparty/sparql/court,X,vocabulary.wolterskluwer.de,unknown: error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,-
http://asev.l3s.uni-hannover.de:8085/openrdf-sesame/repositories/terence_story,X,asev.l3s.uni-hannover.de:8085,unknown: error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,-
http://zaire.dimis.fim.uni-passau.de:8890/sparql,X,zaire.dimis.fim.uni-passau.de:8890,unknown: error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,-
http://extbi.lab.aau.dk/sparql,G,extbi.lab.aau.dk,1.1 (inferred) Ttl,yes Ttl,yes XML,yes CSV,yes Json,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,-
http://data.utpl.edu.ec/ecuadorresearch/lod/sparql,X,data.utpl.edu.ec,error 404,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,-
http://data.utpl.edu.ec/utpl/lod/sparql,X,data.utpl.edu.ec,error 404,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,-
http://serendipity.utpl.edu.ec/lod/sparql,G,serendipity.utpl.edu.ec,1.1 (inferred) Ttl,yes Ttl,yes XML,yes CSV,yes Json,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,-
http://vocab.getty.edu/sparql,G,vocab.getty.edu,error 500,yes Ttl,yes XML,yes CSV,no Json,yes XML,yes XML,yes XML,yes XML,yes XML,yes XML,yes XML,yes XML,yes XML,-
http://km.aifb.kit.edu/services/xlike-lexicon,X,km.aifb.kit.edu,error 404,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,-
http://dbmi-icode-01.dbmi.pitt.edu/linkedspls/sparql,X,dbmi-icode-01.dbmi.pitt.edu,error 404,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,-
http://healthdata.tw.rpi.edu/sparql,X,healthdata.tw.rpi.edu,unknown: error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,-
http://ichoose.tw.rpi.edu/sparql,X,ichoose.tw.rpi.edu,unknown: error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,-
http://ieeevis.tw.rpi.edu/sparql,X,ieeevis.tw.rpi.edu,error 503,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: network DNS or CORS,error: network DNS or CORS,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,-
http://ieeevis.tw.rpi.edu/nosparql,X,ieeevis.tw.rpi.edu,error 503,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: 503 Service Temporarily U,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: 503 Service Temporarily U,-
http://lofd.tw.rpi.edu/sparql,X,lofd.tw.rpi.edu,error 503,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: network DNS or CORS,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,-
http://logd.tw.rpi.edu/sparql,X,logd.tw.rpi.edu,error 403,error: 403 Forbidden,error: 403 Forbidden,error: 403 Forbidden,error: 403 Forbidden,error: 403 Forbidden,error: 403 Forbidden,error: 403 Forbidden,error: 403 Forbidden,error: 403 Forbidden,error: 403 Forbidden,error: 403 Forbidden,error: 403 Forbidden,error: 403 Forbidden,-
http://opendap.tw.rpi.edu/sparql,X,opendap.tw.rpi.edu,error 503,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: network DNS or CORS,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,-
http://edan.si.edu/saam/sparql,G,edan.si.edu,error 404,no: got XML,yes XML,yes CSV,yes Json,yes Json,yes Ttl,yes Ttl,yes Ttl,yes Json,yes Ttl,yes Json,yes Json,yes Json,-
http://link.informatics.stonybrook.edu/sparql,X,link.informatics.stonybrook.edu,unknown: error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,-
http://vulcan.cs.uga.edu/sparql,G,vulcan.cs.uga.edu,1.1 (inferred) Ttl,yes Ttl,yes XML,yes CSV,yes Json,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,-
http://socialarchive.iath.virginia.edu/sparql/snac-viaf,X,socialarchive.iath.virginia.edu,1.0 (inferred) HTML,error: network DNS or CORS,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,-
http://socialarchive.iath.virginia.edu/sparql/eac,X,socialarchive.iath.virginia.edu,1.0 (inferred) HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: network DNS or CORS,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,-
http://collection.britishart.yale.edu/sparql,X,collection.britishart.yale.edu,1.0 (inferred) HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,-
http://dbmi-icode-01.dbmi.pitt.edu:2020/sparql,X,dbmi-icode-01.dbmi.pitt.edu:2020,unknown: error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,-
http://adl-gazetteer.geog.ucsb.edu:8080/sparql/select,G,adl-gazetteer.geog.ucsb.edu:8080,error 500,error: 415 Unsupported Media Typ,yes XML,error: 415 Unsupported Media Typ,yes Json,yes XML,yes Ttl,yes Ttl,yes Ttl,yes XML,yes Ttl,yes XML,yes XML,yes XML,-
http://usgs-stko.geog.ucsb.edu:8080/sparql/select,G,usgs-stko.geog.ucsb.edu:8080,error 500,error: 415 Unsupported Media Typ,yes XML,error: 415 Unsupported Media Typ,yes Json,yes XML,yes Ttl,yes Ttl,yes Ttl,yes XML,yes Ttl,yes XML,yes XML,yes XML,-
http://sonicbanana.cs.wright.edu:8890/sparql,X,sonicbanana.cs.wright.edu:8890,unknown: error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,-
http://neuroweb.med.yale.edu:8890/sparql,X,neuroweb.med.yale.edu:8890,unknown: error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,-
http://opendata.aragon.es/sparql,G,opendata.aragon.es,unknown: error: network DNS or CORS,yes Ttl,yes XML,yes CSV,yes Json,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,-
http://datos.bne.es/sparql,G,datos.bne.es,1.1 (inferred) Ttl,yes Ttl,yes XML,yes CSV,yes Json,yes XML,yes Ttl,yes Ttl,yes Ttl,error: 400 Bad Request,error: 400 Bad Request,yes XML,error: 400 Bad Request,yes XML,-
http://eudbpedia.deusto.es/sparql,G,eudbpedia.deusto.es,1.1 (inferred) Ttl,yes Ttl,yes XML,yes CSV,yes Json,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,-
http://helheim.deusto.es/bizkaisense/sparql,X,helheim.deusto.es,unknown: error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,-
http://helheim.deusto.es/hedatuz/sparql,X,helheim.deusto.es,unknown: error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,-
http://helheim.deusto.es/linkedstats/sparql,X,helheim.deusto.es,unknown: error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,-
http://apps.morelab.deusto.es/labman/sparql,G,apps.morelab.deusto.es,1.1 (inferred) Ttl,yes Ttl,yes XML,yes CSV,yes Json,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,-
http://apps.morelab.deusto.es/teseo/sparql,X,apps.morelab.deusto.es,error 404,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,-
http://www.morelab.deusto.es/joseki/articles,X,www.morelab.deusto.es,error 503,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,error: 503 Service Unavailable,-
http://sparql-procomun.educalab.es,X,sparql-procomun.educalab.es,error 500,error: 500 Internal Server Error,error: 500 Internal Server Error,error: 500 Internal Server Error,error: 500 Internal Server Error,error: 500 Internal Server Error,error: 500 Internal Server Error,error: 500 Internal Server Error,error: 500 Internal Server Error,error: 500 Internal Server Error,error: 500 Internal Server Error,error: 500 Internal Server Error,error: 500 Internal Server Error,error: 500 Internal Server Error,-
http://www.icane.es/opendata/sparql,G,www.icane.es,1.0 (inferred),no: got XML,yes XML,no: got XML,no: got XML,yes XML,yes XML,yes XML,yes XML,yes XML,yes XML,error: 403 Forbidden,error: 403 Forbidden,error: 403 Forbidden,-
http://linkeddata.es/resource/ldqm/sparql,G,linkeddata.es,1.1 (inferred) Ttl,yes Ttl,yes XML,yes CSV,yes Json,yes XML,yes Ttl,yes Ttl,yes Ttl,yes XML,yes Ttl,yes XML,yes XML,yes XML,-
http://aemet.linkeddata.es/sparql,G,aemet.linkeddata.es,error 406,yes Ttl,yes XML,error: 406 Unacceptable,yes Json,yes XML,yes Ttl,yes Ttl,yes Ttl,error: 400 Bad Request,error: 400 Bad Request,yes XML,error: 400 Bad Request,error: 400 Bad Request,-
http://crtm.linkeddata.es/sparql,G,crtm.linkeddata.es,1.1 (inferred) Ttl,yes Ttl,yes XML,yes CSV,yes Json,yes Ttl,yes Ttl,error: 500 SPARQL Request Failed,yes Ttl,yes Ttl,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,-
http://cultura.linkeddata.es/sparql,G,cultura.linkeddata.es,error 406,yes Ttl,yes XML,error: 406 Unacceptable,yes Json,yes XML,yes Ttl,yes Ttl,yes Ttl,error: 400 Bad Request,error: 400 Bad Request,yes XML,error: 400 Bad Request,error: 400 Bad Request,-
http://farolas.linkeddata.es/sparql,G,farolas.linkeddata.es,1.1 (inferred) Ttl,yes Ttl,yes XML,yes CSV,yes Json,yes XML,yes Ttl,yes Ttl,yes Ttl,yes XML,yes Ttl,yes XML,yes XML,yes XML,-
http://geo.linkeddata.es/sparql,G,geo.linkeddata.es,error 406,yes Ttl,yes XML,error: 406 Unacceptable,yes Json,yes XML,yes Ttl,yes Ttl,yes Ttl,error: 400 Bad Request,error: 400 Bad Request,yes XML,error: 400 Bad Request,error: 400 Bad Request,-
http://linguistic.linkeddata.es/sparql,G,linguistic.linkeddata.es,1.1 (inferred) Ttl,yes Ttl,yes XML,yes CSV,yes Json,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,-
http://linguistic.linkeddata.es/terminesp/sparql-editor,G,linguistic.linkeddata.es,1.0 (inferred) HTML,no: got XML,yes XML,no: got XML,yes Json,yes XML,no XML,no XML,no XML,error: 400 Bad Request,error: 400 Bad Request,yes XML,error: 400 Bad Request,error: 400 Bad Request,-
http://webenemasuno.linkeddata.es/sparql,G,webenemasuno.linkeddata.es,1.1 (inferred) Ttl,yes Ttl,yes XML,yes CSV,yes Json,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,-
http://id.sgcb.mcu.es/sparql,G,id.sgcb.mcu.es,1.0 (inferred) HTML,yes Ttl,yes XML,yes CSV,yes Json,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,-
http://miuras.inf.um.es/sparql,X,miuras.inf.um.es,error 503,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,-
http://skos.um.es/sparql,G,skos.um.es,1.0 (inferred) HTML,no: got XML,yes XML,no: got XML,yes Json,yes XML,yes XML,error: 400 Bad Request,yes XML,error: 400 Bad Request,error: 400 Bad Request,yes XML,error: 400 Bad Request,error: 400 Bad Request,-
http://minsky.gsi.dit.upm.es/semanticwiki/index.php/special:sparqlendpoint,X,minsky.gsi.dit.upm.es,error 404,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,error: 404 Not Found,-
http://visualdataweb.infor.uva.es/sparql,X,visualdataweb.infor.uva.es,error 502,error: 502 Bad Gateway,error: 502 Bad Gateway,error: 502 Bad Gateway,error: 502 Bad Gateway,error: 502 Bad Gateway,error: 502 Bad Gateway,error: 502 Bad Gateway,error: 502 Bad Gateway,error: 502 Bad Gateway,error: 502 Bad Gateway,error: 502 Bad Gateway,error: 502 Bad Gateway,error: 502 Bad Gateway,-
http://www.zaragoza.es/turruta/sparql,G,www.zaragoza.es,1.0 (inferred) HTML,error: Reported text/plain is XML,error: Reported text/plain is XML,no XML,no XML,error: 500 Internal Server Error,yes XML,yes XML,error: Reported text/plain is XML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,-
http://www.zaragoza.es/datosabiertos/sparql,,www.zaragoza.es,1.0 (inferred) HTML,error: 500 Internal Server Error,error: 500 Internal Server Error,...,error: 500 Internal Server Error,error: 500 Internal Server Error,error: 500 Internal Server Error,error: 500 Internal Server Error,error: 500 Internal Server Error,error: Unexpected response type HTML,error: Unexpected response type HTML,error: 500 Internal Server Error,error: 500 Internal Server Error,error: 500 Internal Server Error,-
http://ckan.eurohelp.es:8890/sparql,X,ckan.eurohelp.es:8890,unknown: error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,-
http://linkeddata4.dia.fi.upm.es:8907/sparql,X,linkeddata4.dia.fi.upm.es:8907,unknown: error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,error: network DNS or CORS,-
http://digital-agenda-data.eu/sparql,G,digital-agenda-data.eu,1.1 (inferred) Ttl,yes Ttl,yes XML,yes CSV,yes Json,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,yes Ttl,-
http://data.duraark.eu/sparql,X,data.duraark.eu,1.0 (inferred) HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,error: Unexpected response type HTML,-
http://www.eclap.eu/sparql,X,www.eclap.eu,error 503,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,error: 503 Service Temporarily U,-
